country,city,long,lat,year_estab,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment
Germany,Bopfingen,10.35417,48.85847,1069,1069,1942,30,30,,,,,בופפינגן,,,,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A4%D7%A4%D7%99%D7%A0%D7%92%D7%9F,
Germany,Bopfingen,10.35417,48.85847,0,,1942,30,30,,,,,בופפינגן ,,,,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A4%D7%A4%D7%99%D7%A0%D7%92%D7%9F,
Germany,Bopfingen,10.35417,48.85847,1349,1349,1942,30,30,,,,,בופפינגן ,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Bopfingen,10.35417,48.85847,1241,1241,1545,30,30,,,,,בופפינגן ,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,
Germany,Boppard,7.58992,50.23085,1075,1075,1942,30,30,,,,,בופארד,,,,https://www.jewishvirtuallibrary.org/boppard-jewish-virtual-library,
Germany,"Boppard, Boppart",7.58992,50.23085,1349,1349,1942,30,30,,,,,בופארד,,,,BLACK DEATH - JewishEncyclopedia.com,
France,Bordeaux,-0.5800364,44.841225,300,300,1942,30,30,,,,,בורדו,,,,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A8%D7%93%D7%95,
France,Bordeaux,-0.5800364,44.841225,0,,1942,30,30,,,,,בורדו,,,,https://jguideeurope.org/en/region/france/the-southwest/bordeaux/,
Czech,"Boskovice, Boskowit, Boskovɪtsɛ",16.65997,49.48751,0,,1942,30,30,,,,,בוסקוביצה,,,,"https://encyclopedia.yivo.org/article/349#:~:text=Boskovice%20%28Ger.%2C%20Boskowitz%29%20is%20one%20of%20the%20oldest,cemetery%20dates%20to%20at%20least%20the%20sixteenth%20century.",
Czech ,"Boskovice, Boskowitz",16.65997,49.48751,1069,1069,1942,30,30,,,,,קהילת יהודי בוסקוביצה,,,,https://dbs.anumuseum.org.il/skn/he/c6/e217716/%D7%9E%D7%A7%D7%95%D7%9D/%D7%91%D7%95%D7%A1%D7%A7%D7%95%D7%91%D7%99%D7%A6%D7%94,
France,Bourges,2.398932,47.0805693,568,568,1942,30,30,,,,,בורז',,,,https://www.jewishencyclopedia.com/articles/3605-bourges,
Belgium,Brabant,4.469936,50.503887,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Brandenburg,13.2461296,52.8455492,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Brandenburg,13.2461296,52.8455492,1260,1260,1942,30,30,,,,,בראנדנבורג,,,,https://www.jewishvirtuallibrary.org/brandenburg,
Slovakia,"Bratislava, Pressburg ",17.1077,48.1486,1050,1050,1942,30,30,,,,,יהדות ברטיסלאבה,פרשבורג,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%91%D7%A8%D7%98%D7%99%D7%A1%D7%9C%D7%90%D7%91%D7%94,
Germany,Braubach,7.64508,50.2736,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,"Braunschweig, Brunswick",10.52673,52.26594,1100,1100,1942,30,30,,,,,קהילת יהודי בראונשווייג,,,,https://dbs.anumuseum.org.il/skn/he/c6/e256907/%D7%9E%D7%A7%D7%95%D7%9D/%D7%91%D7%A8%D7%90%D7%95%D7%A0%D7%A9%D7%95%D7%95%D7%99%D7%99%D7%92,
Germany,Breisach,7.5849148,48.0343182,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Breisach,7.5849148,48.0343182,1301,1301,1942,30,30,,,,,ברייזאך,,,,https://www.jewishvirtuallibrary.org/breisach,
Germany,Bremen,8.8,53.083333,1199,1199,1942,30,30,,,,,ברמן,,,,https://www.jewishvirtuallibrary.org/bremen,
Germany,Bremen,8.8,53.083333,1199,1199,1942,30,30,,,,,ברמן,,,,https://www.jewishvirtuallibrary.org/bremen,
Poland,"Breslau, Wroclaw",17.0326689,51.1089776,1203,1203,1942,30,30,,,,,ורוצלב,,,,https://www.jewishvirtuallibrary.org/breslau,
Poland,"Breslau, Wroclaw",17.0326689,51.1089776,0,,1942,30,30,,,,,ורוצלב,,,,https://jguideeurope.org/en/region/poland/wroclaw/,
France,Bressuire,-0.4929017,46.8425572,0,,1942,30,30,,,,,ברסייר,,,,https://jewishencyclopedia.com/articles/12229-poitou,
Belarus,"Brest,  Brest-Litovsk",23.656944,52.134722,1275,1275,1942,30,30,,,,,יהודי בריסק דליטא,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%A8%D7%99%D7%A1%D7%A7_%D7%93%D7%9C%D7%99%D7%98%D7%90,
Belarus,"Brest, Brest-Litovsk",23.656944,52.134722,0,,1942,30,30,,,,,ברסט (בלארוס),,,,https://yivoencyclopedia.org/article.aspx/Brest,
Belarus,"Brest, Brest-Litovsk",23.656944,52.134722,0,,1942,30,30,,,,,ברסט (בלארוס),,,,https://www.jewishvirtuallibrary.org/brest-litovsk,
Belarus,Brest-Litovsk,23.656944,52.134722,0,,1942,30,30,,,,,ברסט (בלארוס),,,,https://www.encyclopedia.com/religion/encyclopedias-almanacs-transcripts-and-maps/jozefowicz,
Germany,Bretten,8.70745,49.03685,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Bretzenheim,7.89653,49.87796,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
France,Brienne (Brienne-le-Château?),4.52639,48.39028,0,,1942,30,30,,,,,בריין לה שאטו,,,,"Aube - jewish heritage, history, synagogues, museums, areas and sites to visit (jguideeurope.org)",
Czech,"Brno, Brünn",16.6113382,49.1922443,1253,1253,1942,30,30,,,,,ברנו,ברונא,,,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%A0%D7%95,
Ukraine,Brody,25.15027,50.08791,1600,1600,1942,30,30,,,,,יהודי ברודי,בראָד,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%A8%D7%95%D7%93%D7%99,
Netherlands,Broech (Broek),5.81667,51.26667,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Broich,6.91667,50.81667,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Bruchsal,8.59804,49.12426,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Bruchsal,8.59804,49.12426,1228,1228,1942,30,30,,,,,ברוכסאל,,,,https://www.jewishvirtuallibrary.org/bruchsal,
Germany,"Brunswick, Braunschweig",10.52673,52.26594,1110,1110,1942,30,30,,,,,בראונשווייג,ברונסוויק,,,https://www.jewishvirtuallibrary.org/brunswick,
Poland,Brzeg,17.4641245,50.8588648,1324,1324,1942,30,30,,,,,בז'ג,,,,https://en.wikipedia.org/wiki/Brzeg#History_of_the_Jewish_population,
Poland,"Brześć Kujawski, Kuyavian Brest",18.898056,52.605,0,,1942,30,30,,,,,"בז'שץ' קויאבסקי, בריסק דקויא, בריסק קויאבסק",,,,https://www.jewishvirtuallibrary.org/brzesc-kujawski,
Ukraine,Buchach,25.39496,49.06234,1500,1500,1942,30,30,,,,,בוצ'אץ',"בוטשאטש, בעטשאָטש",,,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A6%27%D7%90%D7%A5%27,
Germany,Buchen,9.32389,49.52417,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Hungary,Budapest,19.084269,47.482728,1096,1096,1942,30,30,,,,, בודפשט,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%95%D7%93%D7%A4%D7%A9%D7%98,
Hungary,Budapest,19.084269,47.482728,1251,1251,1942,30,30,,,,,יהודי בודפשט,,,,First documented Jews in Buda,
Hungary,Budapest,19.084269,47.482728,1252,1278,1942,30,30,,,,,יהודי בודפשט,,,,Early Jewish community development,
Hungary,Budapest,19.084269,47.482728,1279,1359,1942,30,30,,,,,יהודי בודפשט,,,,Jewish privileges granted by King Ladislaus IV,
Hungary,Budapest,19.084269,47.482728,1360,1525,1942,30,30,,,,,יהודי בודפשט,,,,Jewish community established in Pest,
Hungary,Budapest,19.084269,47.482728,1526,1685,1942,30,30,,,,,יהודי בודפשט,,,,Ottoman conquest - Jews under Turkish rule,
Hungary,Budapest,19.084269,47.482728,1686,1782,1942,30,30,,,,,יהודי בודפשט,,,,Habsburg reconquest - new restrictions,
Hungary,Budapest,19.084269,47.482728,1783,1839,1942,30,30,,,,,יהודי בודפשט,,,,Joseph II tolerates Jewish settlement,
Hungary,Budapest,19.084269,47.482728,1840,1858,1942,30,30,,,,,יהודי בודפשט,,,,Jewish community growth in 19th century,
Hungary,Budapest,19.084269,47.482728,1859,1866,1942,30,30,,,,,יהודי בודפשט,,,,Dohány Street Synagogue built,
Hungary,Budapest,19.084269,47.482728,1867,1899,1942,30,30,,,,,יהודי בודפשט,,,,Jewish emancipation in Hungary,
Hungary,Budapest,19.084269,47.482728,1900,1919,1942,30,30,,,,,יהודי בודפשט,,,,Golden age - 200000 Jews in Budapest,
Hungary,Budapest,19.084269,47.482728,1920,1937,1942,30,30,,,,,יהודי בודפשט,,,,White Terror - anti-Jewish violence,
Hungary,Budapest,19.084269,47.482728,1938,1943,1942,30,30,,,,,יהודי בודפשט,,,,First Anti-Jewish Law in Hungary,
Hungary,Budapest,19.084269,47.482728,1944,1944,1942,30,30,,,,,יהודי בודפשט,,,,German occupation - ghettoization begins,
Hungary,Budapest,19.084269,47.482728,1945,1955,1942,30,30,,,,,יהודי בודפשט,,,,Liberation - survivors return,
Hungary,Budapest,19.084269,47.482728,1956,1988,1942,30,30,,,,,יהודי בודפשט,,,,Hungarian Revolution - Jewish emigration,
Hungary,Budapest,19.084269,47.482728,1989,1989,1942,30,30,,,,,יהודי בודפשט,,,,Fall of communism - Jewish revival,
Romania,Bukovina,25.75,47.75,1250,1250,1942,30,30,,,,, בוקובינה,,,,https://www.jewishvirtuallibrary.org/bukovina,
Bulgaria,Bulgaria,25.193668,42.78245,0,,1942,30,30,,,,,האימפריה הבולגרית השנייה,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%91%D7%95%D7%9C%D7%92%D7%A8%D7%99%D7%AA_%D7%94%D7%A9%D7%A0%D7%99%D7%99%D7%94,
Bulgaria,Bulgaria,25.193668,42.78245,0,,1942,30,30,,,,,יהדות בולגריה,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%91%D7%95%D7%9C%D7%92%D7%A8%D7%99%D7%94,
England,Bungay,1.4471504,52.4551257,0,,1942,30,30,,,,,בונגיי,,,,History of the Jews in England (1066–1290) - Wikipedia,
Germany,Büren (dist. Münster),8.55956,51.55109,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Switzerland,Burgdorf,7.6237466,47.0571316,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Austria,Burgenland,16.46816,47.517438,1296,1296,1942,30,30,,,,,היהודים בבורגנלנד,,,,https://austriatravel.co.il/burgenland/jews-in-burgenland,
Germany,Burghausen,12.83139,48.16925,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Turkey,Bursa,29.0677305,40.1827657,820,820,1942,30,30,,,,,בורסה (עיר),,,,"https://www.jewishvirtuallibrary.org/bursa-jewish-virtual-library#:~:text=BURSA%20%28Brusa%2C%20formerly%20Prusa%29%2C%20city%20in%20northwestern%20Anatolia%2C,Jews%20lived%20in%20Bursa%20in%20the%20Byzantine%20period.",
Germany,Butzbach,8.67122,50.43395,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Poland,Bydgoszcz,18.0293697,53.1297463,1200,1200,1942,30,30,,,,,בידגושץ',,,,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%93%D7%92%D7%95%D7%A9%D7%A5%27,
Poland,Bydgoszcz,18.0293697,53.1297463,1050,1050,1942,30,30,,,,,בידגושץ',,,,https://www.moreshetyahadutpolin.org/he/node/260,
Poland,Bydgoszcz,18.000278,53.121944,0,,1942,30,30,,,,,בידגושץ',,,,https://www.encyclopedia.com/religion/encyclopedias-almanacs-transcripts-and-maps/bydgoszcz,
Poland,Bytom,18.91667,50.35,1330,1330,1942,30,30,,,,,ביטום,,,,https://www.jewishvirtuallibrary.org/bytom,
Poland,"Bytom, Beuthen",18.8715325,50.3657432,1349,1349,1942,30,30,,,,,ביטום,,,,BLACK DEATH - JewishEncyclopedia.com,
Poland,"Bytom, Beuthen ",18.8715325,50.3657432,1300,1300,1942,30,30,,,,,קהילת יהודי ביטום,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%99%D7%98%D7%95%D7%9D,
Byzantine Empire,Byzantine,28.9784,41.0082,0,,1942,30,30,,,,,יהדות ביזנטיון,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%91%D7%99%D7%96%D7%A0%D7%98%D7%99%D7%95%D7%9F,
England,Cambridge,0.1350972,52.1952359,0,,1942,30,30,,,,,קיימברידג',,,,CAMBRIDGE - JewishEncyclopedia.com,
Germany,Camp (Kamp),6.91667,50.81667,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
England,Canterbury,1.087,51.275,1160,1160,1942,30,30,,,,,קנטרברי,,,,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%94%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%AA%D7%99%D7%A7_%D7%A9%D7%9C_%D7%A7%D7%A0%D7%98%D7%A8%D7%91%D7%A8%D7%99,
England,Canterbury,1.087,51.275,0,,1942,30,30,,,,,קנטרברי,,,,CANTERBURY - JewishEncyclopedia.com,
France,Carcassonne,2.3491069,43.2130358,839,839,1942,30,30,,,,,קרקסון,,,,https://dbs.anumuseum.org.il/skn/en/c6/e220700/Place/Carcassonne,
"France, Spain",Carcassonne ,2.3491069,43.2130358,0,,1942,30,30,,,,,הגירה מקרקסון לפרפיניאן,,,,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%D7%94%D7%9E%D7%90%D7%99%D7%A8%D7%99,
Germany,Carden,7.31667,50.18333,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
France,Carentan,-1.250938,49.302133,0,,1942,30,30,,,,,קרנטן,,,,Radulf the Cistercian - Wikipedia,
Austria,"Carinthia, Kärnten",13.8333333,46.7500001,0,,1942,30,30,,,,,קרינתיה,,,,https://www.jewishvirtuallibrary.org/carinthia,
Austria,"Carinthia, Kärnten",13.8333333,46.7500001,0,,1942,30,30,,,,,קרינתיה,,,,https://www.jewishencyclopedia.com/articles/4039-carinthia,
France,Carpentras,5.04813,44.05507,1100,1100,1942,30,30,,,,,קארפנטראץ,,,,https://www.encyclopedia.com/places/britain-ireland-france-and-low-countries/french-political-geography/carpentry,
France,Carpentras ,5.04813,44.05507,1000,1000,1942,30,30,,,,,הקהילה היהודית בקרפנטרה,קארפינטראץ,,,https://he.wikipedia.org/wiki/%D7%94%D7%A7%D7%94%D7%99%D7%9C%D7%94_%D7%94%D7%99%D7%94%D7%95%D7%93%D7%99%D7%AA_%D7%91%D7%A7%D7%A8%D7%A4%D7%A0%D7%98%D7%A8%D7%94,
Italy,Casale Monferrato,10.43169,44.91665,1400,1400,1942,30,30,,,,,קזאלה מונפראטו,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%A7%D7%96%D7%90%D7%9C%D7%94_%D7%9E%D7%95%D7%A0%D7%A4%D7%A8%D7%90%D7%98%D7%95,
Germany,Cassel (Hesse),2.48527,50.80109,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Caub,7.76667,50.16667,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Slovenia,Celje,15.2616828,46.2293889,1340,1340,1942,30,30,,,,,צליה (עיר),,,,https://he.wikipedia.org/wiki/%D7%A6%D7%9C%D7%99%D7%94_(%D7%A2%D7%99%D7%A8),
Czech ,"České Budějovice, Budweis",14.474285,48.9747357,1341,1341,1942,30,30,,,,,צ'סקה בודייוביצה,České Budějovice,,,https://www.jewishvirtuallibrary.org/ceske-budejovice,
France,Chalon-sur-Saône,4.85372,46.78112,800,800,1942,30,30,,,,,שאלון-סור-סון,,,,https://www.jewishvirtuallibrary.org/chalon-sur-sane,
France,Chambéry,5.92079,45.56628,0,,1942,30,30,,,,,שמברי,,,,SAVOY - JewishEncyclopedia.com,
France,Champagne,4,49,0,,1942,30,30,,,,,שמפאן ,,,,https://www.jewishvirtuallibrary.org/champagne,
France,Chappes (Aube),3.2226312,45.8682621,0,,1942,30,30,,,,,שפ,,,,"Aube - jewish heritage, history, synagogues, museums, areas and sites to visit (jguideeurope.org)",
,Chartres,1.4881434,48.4438601,0,,1942,30,30,,,,,קרטרש,,,,CHARTRES - JewishEncyclopedia.com,
France,Chartres ,1.4881434,48.4438601,1300,1300,1942,30,30,,,,,"שארטר, קרטוש","קראטראש, קרמרש",,,CHARTRES - JewishEncyclopedia.com,
France,Chartres ,1.4881434,48.4438601,1130,1130,1942,30,30,,,,,"שארטר, קרטוש","קראטראש, קרמרש",,,https://www.jewishvirtuallibrary.org/chartres,
France,Chatel,6.38333,46.26667,0,,1942,30,30,,,,,שאטל,,,,SAVOY - JewishEncyclopedia.com,
France,Chatellerault,0.54736,46.8156077,0,,1942,30,30,,,,,שאטלרו,,,,https://jewishencyclopedia.com/articles/12229-poitou,
Czech,Cheb,12.3703526,50.0793511,0,,1942,30,30,,,,,חב,Eger,,,https://www.jewishvirtuallibrary.org/cheb,
Poland,Chełm,23.4939369,51.1355883,1400,1400,1942,30,30,,,,,חלם,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%97%D7%9C%D7%9D,
Poland,Chełm,23.4939369,51.1355883,1400,1400,1942,30,30,,,,,חלם,,,,https://www.moreshetyahadutpolin.org/he/node/777,
England,Chelmsford (Essex),0.4858351,51.7210741,0,,1942,30,30,,,,,אסקס,,,,BEDFORD - JewishEncyclopedia.com,
Ukraine,Chernivtsi,25.9504602,48.2633717,?,?,1942,30,30,,,,,קהילת יהודי צ'רנוביץ,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%A6%27%D7%A8%D7%A0%D7%95%D7%91%D7%99%D7%A5,
France,Chillon,6.38333,46.26667,0,,1942,30,30,,,,,שיון,,,,SAVOY - JewishEncyclopedia.com,
France,Chinon,0.24284,47.16701,1150,1150,1942,30,30,,,,,קהילת יהודי שינון,,,,https://dbs.anumuseum.org.il/skn/he/c6/e225236/%D7%9E%D7%A7%D7%95%D7%9D/%D7%A9%D7%99%D7%A0%D7%95%D7%9F,
Poland,Chmielnik,20.7510406,50.6145952,1250,1250,1942,30,30,,,,,חמיילניק,,,,https://he.wikipedia.org/wiki/%D7%97%D7%9E%D7%99%D7%99%D7%9C%D7%A0%D7%99%D7%A7,
Poland,Ciechanowiec,22.49815,52.67828,0,,1942,30,30,,,,,צ'ייחאנוביץ,טשעכֿאַנאָװיץ,,,https://www.moreshetyahadutpolin.org/he/node/572,
France,Clermont-Ferrand,3.0819427,45.7774551,470,470,1942,30,30,,,,,קלרמון-פראן,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%A8%D7%9E%D7%95%D7%9F-%D7%A4%D7%A8%D7%90%D7%9F,
Germany,Cleves Kleve,6.13865,51.78826,1300,1300,1942,30,30,,,,,קלווה,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%95%D7%95%D7%94,
Germany,Cleves Kleve,6.13865,51.78826,1142,1142,1942,30,30,,,,,קלווה,קליווא,,,https://www.jewishvirtuallibrary.org/cleves,
Germany,Coblenz,7.5943951,50.3533278,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Coburg,10.96384,50.25937,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Coburg,10.96333,50.25917,1310,1310,1942,30,30,,,,,קובורג,,,,https://www.jewishvirtuallibrary.org/coburg,
Germany,Cochem,7.16379,50.14511,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Cochem,7.16667,50.15,1242,1242,1942,30,30,,,,,קוכם,,,,https://www.jewishvirtuallibrary.org/cochem,
France,Colmar,7.3579641,48.0777517,0,,1942,30,30,,,,,קולמר,,,,https://www.jewishvirtuallibrary.org/colmar-jewish-virtual-library,
France,Colmar,7.3579641,48.0777517,0,,1942,30,30,,,,,קולמר,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%9E%D7%A8,
France,Colmar,7.3579641,48.0777517,0,,1942,30,30,,,,,קולמר ,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%9E%D7%A8,
France,Colmar,7.3579641,48.0777517,0,,1942,30,30,,,,,קולמר,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%9E%D7%A8,
France,Colmar,7.3579641,48.0777517,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Cologne,6.959974,50.938361,0,,1942,30,30,,,,,קלן,,,,https://www.jewishvirtuallibrary.org/cologne-germany-virtual-jewish-history-tour,
Germany,Cologne (Köln) ,6.959974,50.938361,460,460,1942,30,30,,,,,קהילת יהודי קולוניה,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%A7%D7%95%D7%9C%D7%95%D7%A0%D7%99%D7%94,
Germany,Cologne (Köln) ,6.959974,50.938361,200,200,1942,30,30,,,,,קלן,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%9F,
Germany,Cologne (Köln) ,6.959974,50.938361,321,321,1942,30,30,,,,,קלן,,,,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Cologne,
Germany,"Constance, Konstanz",9.1750718,47.659216,1241,1241,1942,30,30,,,,,קונסטאנץ,,,,https://www.jewishvirtuallibrary.org/constance,
Romania,Constanța,28.64133,44.17333,250,250,1942,30,30,,,,,יהדות קונסטנצה,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%A7%D7%95%D7%A0%D7%A1%D7%98%D7%A0%D7%A6%D7%94,
France,Corbeil-Essonnes,2.48757,48.60603,0,,1942,30,30,,,,,קורביל,,,,קורביל – ויקיפדיה (wikipedia.org),
France,Corbeil-Essonnes,2.48757,48.60603,0,,1942,30,30,,,,,קורביל,,,,Corbeil (jewishvirtuallibrary.org),
Germany,Cottbus,14.33333,51.76667,1448,1448,1942,30,30,,,,,קוטבוס,,,,https://www.jewishvirtuallibrary.org/cottbus,
France,Coucy-le-Château-Auffrique,3.32381,49.52083,0,,1942,30,30,,,,,קוצי,,,,jewish setelments in north france 1006 - 1306 rjuiv_0484-8616_1969_num_128_1_1620.pdf,
Poland,Cracow,19.945,50.0647,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Italy,Cuneo,7.54828,44.39071,1406,1406,1942,30,30,,,,,קונאו,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A0%D7%90%D7%95,
Czech,Czech,14.4378,50.0755,0,,1942,30,30,,,,,יהודי צכיה,,,,https://spotlight.anumuseum.org.il/czech/he,
France,Dampierre-Sur-Aube,4.3686,48.5514,1206,1206,1942,30,30,,,,,דמפייר,דַנְפִּיֶיר דנפירא,,,DAMPIERRE - JewishEncyclopedia.com,
France,Dampierre-Sur-Aube,4.36667,48.21667,1150,1150,1942,30,30,,,,,דמפייר,,,,https://www.jewishvirtuallibrary.org/dampierre-de-l-x0027-aube,
France,Dampierre-Sur-Aube,4.36667,48.21667,0,,1942,30,30,,,,,"ר""י הזקן",,,,https://he.wikipedia.org/wiki/%D7%A8%22%D7%99_%D7%94%D7%96%D7%A7%D7%9F,
Germany,Deggendorf,12.96068,48.84085,1300,1300,1942,30,30,,,,,דגנדורף,,,,https://www.jewishvirtuallibrary.org/deggendorf-jewish-virtual-library,
Germany,Deidesheim,8.18445,49.40782,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Deutz,6.97495,50.93463,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Deutz,6.96667,50.93333,1348,1348,1942,30,30,,,,,דוץ ,,,,https://www.jewishvirtuallibrary.org/deutz,
Netherlands,Deventer,6.2363396,52.2695736,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Dieburg,8.84613,49.89738,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
Germany,Diemanstein,10.31667,48.83333,0,,1942,30,30,,,,,דיימנשטיין,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,
Switzerland,Diessenhofen,8.74958,47.68908,1349,1349,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,
